_id,created_at,favourite_count,index,retweet_count,text
60e630a8b6b55c49032ae659,2021-07-06T07:09:47.000Z,1,47,0,"Powering the Digital Next CPG Enterprise with Platforms of Intelligence - https://t.co/aoj8qleZiu - thanks @RichardEudes #DataScience #DS,#BigData,#Supplychain,#Compliance,#Cybersecurity,#DataEngineering,#DataGovernance,#DataLake,#DataManagement,#DataPrivacy,#DigitalTransformat…"
60e630a8b6b55c49032ae65a,2021-07-06T07:09:44.000Z,0,48,0,"Gamestop – Exchange leaders say GameStop saga highlights regulatory challenges - https://t.co/Oyy5JGtXaM - thanks @RichardEudes #DataScience #DS,#BigData,#DataLake,#Hadoop"
60e630a8b6b55c49032ae65b,2021-07-06T07:09:42.000Z,0,49,0,"Picture perfect: Chinese tourists flock to lake to recreate viral photos - https://t.co/Q6uMsn0B6n - thanks @RichardEudes #DataScience #DS,#BigData,#DataEngineering,#DataLake,#DataManagement"
60e630a8b6b55c49032ae65c,2021-07-06T06:30:15.000Z,0,50,0,"Best Big Data Courses for Beginners to Ace the Technology https://t.co/DZbpazbzUZ #analytics, #analytics #datascience, #artificialintelligence, #bigdata, #businessanalytics, #businessanalytics #ba, #dataengineering, #datagovernance, #datalake, #datamanagement, #datascience, #ha…"
60e630a8b6b55c49032ae65d,2021-07-06T05:31:12.000Z,0,51,2,RT @qubole: In this video we focus XGBoost (a distributed #machinelearning algorithm) &amp; the Telco Customer Churn Dataset to train &amp; predict…
60e630a8b6b55c49032ae65e,2021-07-06T05:30:47.000Z,2,52,2,"In this video we focus XGBoost (a distributed #machinelearning algorithm) &amp; the Telco Customer Churn Dataset to train &amp; predict Customer Churn using automated #ApacheSpark #ML pipelines.
Full video - https://t.co/8ZFgkkUXTf
#datalake #datalakes #dataengineering #datascience #data https://t.co/P7zRPX2XL4"
60e630a8b6b55c49032ae65f,2021-07-06T05:24:28.000Z,2,53,1,"Top Data Visualization Tools for 2021 https://t.co/MPzRs3QuQV #analytics #datascience, #artificialintelligence, #bi, #bigdata, #businessanalytics #ba, #businessintelligence, #compliance, #dataengineering, #datagovernance, #datalake, #datamanagement, #dataprivacy, #datascience"
60e630a8b6b55c49032ae660,2021-07-06T04:38:16.000Z,0,54,8,"RT @RichardEudes: Top Data Visualization Tools for 2021 https://t.co/FZsxqj7OyV #analytics #datascience, #artificialintelligence, #bi, #big…"
60e630a8b6b55c49032ae661,2021-07-06T03:58:48.000Z,0,55,4,RT @dremio: If data is on your mind then meet us at the biggest gathering of data lake experts. Register now for Subsurface LIVE Summer 202…
60e630a8b6b55c49032ae662,2021-07-06T03:58:43.000Z,0,56,4,RT @dremio: If data is on your mind then meet us at the biggest gathering of data lake experts. Register now for Subsurface LIVE Summer 202…
60e630a8b6b55c49032ae663,2021-07-06T03:58:43.000Z,0,57,4,RT @SubsurfaceConf: If data is on your mind then meet us at the biggest gathering of data lake experts. Register now for Subsurface LIVE Su…
60e630a8b6b55c49032ae664,2021-07-06T03:58:37.000Z,0,58,4,RT @SubsurfaceConf: If data is on your mind then meet us at the biggest gathering of data lake experts. Register now for Subsurface LIVE Su…
60e630a8b6b55c49032ae665,2021-07-06T02:36:58.000Z,0,59,8,"RT @RichardEudes: Top Data Visualization Tools for 2021 https://t.co/FZsxqj7OyV #analytics #datascience, #artificialintelligence, #bi, #big…"
60e630a8b6b55c49032ae666,2021-07-06T02:12:13.000Z,0,60,8,"RT @RichardEudes: Top Data Visualization Tools for 2021 https://t.co/FZsxqj7OyV #analytics #datascience, #artificialintelligence, #bi, #big…"
60e630a8b6b55c49032ae667,2021-07-06T01:52:04.000Z,0,61,8,"RT @RichardEudes: Top Data Visualization Tools for 2021 https://t.co/FZsxqj7OyV #analytics #datascience, #artificialintelligence, #bi, #big…"
